,Unnamed: 0,Body,Label
9773,9773,"Subject: need creative power ? logodentity is here to help .
 thinking of breathing new life into your business ?
 start from revamping its front - endlogo and
 visualidentity .
 we offer creative custom desiqn of logos ,
 stationery and web - sites . under our careful hand thesepowerful marketinq
 toois wiil brinq a breath of fresh air into your business and make you stand out
 amongthe competitors .
 you are just a ciick
 away from your future success . ciick here to see the sampies of our artwork ,
 checkour prices and hot offers .
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
9636,9636,"Subject: get your babies diapers bill paid for , for a year !
 your family could definately use this , now go .
 odzzfzzq",1
11127,11127,"Subject: are you ready to get it ?
 hello !
 viagra is the # 1 med to struggle with mens ' erectile dysfunction .
 like one jokes sais , it is strong enough for a man , but made for a woman ; - )
 orderinq viaqra online is a very convinient , fast and secure way !
 miilions of people do it daiiy to save their privacy and money
 order here . . .
",1
5717,5717,"Subject: 
 a permanent fix to penis enlargement
 limited time offer :
 increase atleast 4 inches or get your money back
 - - - - > click here and see more
 no thanks
",1
12599,12599,"Subject: skinny girl wants to meet someone
 goodbye
 annette empowerpittsfield they bucolicsimilitude
 hager gauzerev henderson baneberryrhetoric
 sussex honoluluworsen rowland topazarccosine
 timid against devolverepugnant
 andorra conjugalbequest",1
11980,11980,"Subject: claim a laptop bait - excelled @ em . ca while they last
 having problems seeing the graphics ? please go here .
 bait - excelled @ em . ca
 * you
 must earn at least $ 800 with maxmoolah before you can receive a laptop computer .
 maxmoolah will mail it to to you within a reasonable time after you have
 accumulated at least $ 800 u . s . currency in your account . an opportunity
 to earn the money is available after completing your registration . see web
 site for full details .
 this email is a commercial advertisement sponsored by : winhundred
 llc . 333 e 149 th st fl 3 bronx , ny 10451 this communication was not sent
 by winhundred directly . the sender of this message has represented that
 they are sending to a permission - based list containing subscribers that
 have not declined to receive further communications .
 to unsubscribe from winhundred ' s mailings , click
 here . to unsubscribe from the mailer ' s list , please see below .
 this message is a solicitation .
 if you wish to opt - out from
 further e - mails , please
 go here .
 you can also write to us at :
 opt - out department
 6311 van nuys blvd # 403
 van nuys , ca 91401
",1
8350,8350,"Subject: como sacar un password de hotmail . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . mxurhoypyb
 quieres saber como un hacker obtiene el password de un correo electronico ?
 cd mailhack es tu solucion ! ! !
 se trata de un interactivo que te guia paso a paso para que sepas como se obtiene el password de cualquier correo electronico .
 no se requiere ningun tipo de conocimientos ya que el interactivo te guia en todo el proceso y todo lo necesario se incluye en el cd 
 * * * ademas * * *
 como utilizar este software espia que una vez instalado en una computadora es capaz de  tomar fotografias  de su pantalla , capturar todas las teclas presionadas y grabarlas en un . txt para luego enviarte todo por email . se incluye tutorial para utilizar este software .
 el cd contiene :
 guia interactiva paso a paso
 software necesario
 ejemplos con hotmail , yahoo , latinmail , arnet , argentina . com y fibertel
 consejos utiles y mas 
 costo y envio :
 precio : u $ s 20 . -
 envío : por internet - correo - encomienda
 * * * no responder este email * * *
 para pedir este producto :
 complete el formulario desde aqui
 o ingrese a :
 http : / / copix . servemp 3 . com
 en el sitio encontrara mas informacion e imagenes del software
 atencion ! ! ! la oferta solo es valida hasta el 31 de enero del 2005
 el contenido del cd cumple las normas del conocimiento
 no nos hacemos responsables de su mala utilizacion
",1
3471,3471,"Subject: make huge profits on ebay 951
 fortunes are literally being made in this new marketplace .
 over $ 9 billion in merchandise
 was sold on ebay in 2001 by people just like you - right from
 their homes !
 now you too can learn the secrets of successful selling
 on ebay and make a staggering income from the comfort
 of your own home . if you are motivated , capable of having
 an open mind , and can follow simple directions , then visit
 us here . if server busy - alternate .
 you received this offer as a result of an affiliate relationship
 with one of our marketing partners . if you are not interested in future
 offers go here .
",1
194,194,"Subject: re : bjm , mantle was changed
 free cable @ tv
 bouquet alice rufus regina weir bash titanate carry beebread accord fortune arachnid auberge sandwich veal amerada sanford clever genesis beaux countervail hastings staple lousy doom astrophysics expressway browbeaten cataract sorry fasten
 einstein ethel auditor cheshire edgewise laissez intensify style urinal dice autocratic exxon frail loophole deplete midwinter areawide bimini claustrophobia polygon
",1
9633,9633,"Subject: get your babies diapers bill paid for , for a year !
 your family could definately use this , now go .
 kaazqchn",1
6827,6827,"Subject: do you want a watch ?
 http : / / inl . nepel . com",1
4127,4127,"Subject: [ wm ] ceviri yazilimlari
 html >
 Ýnternette kendÝnÝzÝ daha ÝyÝ hÝssedeceksÝnÝz .
 ÝngÝlÝzce web sayfalarinin tÜrkçe ' ye çevÝrÝ yazilimi
 $ 39 + kdv
 ÝngÝlÝzce ' den tÜrkçe ' ye bÝlgÝsayar desteklÝ
 metÝn çevÝrÝ yazilimi
 ( ms - word altinda kullanim , tÜm windows versÝyonlari Ýle uyumlu )
 $ 69 + kdv
 ÝkÝ yazilim bÝrlÝkte
 $
 89 + kdv
 ayrýntýlý bilgi
 Ýçin týklayýn
 bÝlsag ltd .
 ahmet mÝthat
 efendÝ sok . 22 / 1 çankaya 06700 / ankara /
 tlf : 0312 . 439 2850 / fax : 0312 . 439 9347
 bilsag @ msn . com
 e - posta adres listemizden çýkmak içinçikar tuþuna basýnýz
 bu elektronik posta : webmake - talk @ lists . sourceforge . net e gönderilmiþtir
 this sf . net email is sponsored by : osdn - tired of that same old
 cell phone ? get a new here for free !
 webmake - talk mailing list
 webmake - talk @ lists . sourceforge . net
",1
1148,1148,"Subject: no set - up or application fee ncify
 increase
 your sales up to 1500 %
 * * * * pay no set - up or application fee
 * * * * ( limited time
 offer )
 call
 ( toll - free ) 1 - 888 - 707 -
 4777 with coupon code
 # 800 oruse our reply form
 below for quickest results .
 we specialize
 in businesses that would most likely be declined by other
 processors :
 retail
 home - based businesses
 mlm ' s
 network marketing
 high volume
 membership sites
 new businesses
 good or bad credit
 adult web sites
 account features include :
 ez credit - 99 % approval
 rate
 secure real - time transactions
 on your website .
 application fee of $ 195 . 00
 electronic check set - up fee of $ 295 . 00 waived ! !
 terminal and printer or
 software available !
 equipment purchase or 100 % tax
 deductible ez pay lease option available !
 discount rates as low as
 1 . 58 % !
 we pay for every person you
 refer to us for processing !
 coupon code
 first and last
 name
 company
 name
 phone number
 where you can be reached
 the best time to
 call you
 email
 address
 u . s . state or
 canadian province
 select your
 country
 united states choose
 canada
 type of business
 ( optional )
 standard
 retail store
 front establishments outbound telemarketing
 catalog mo / to merchants dating services airlines subscriptions discount coupon books
 audiotext house party plans extended liability home - based businesses
 foreign corporations
 vitamin / nutrition
 multi - level
 marketers electronic
 cash fulfillment
 centers personals advertising
 ( internet ) adult
 internet sites online
 casino other choose
 monthly revenue
 in transactions ( optional )
 this offer only for u . s . residents , or canadians with a
 valid ss # and u . s . bank account .
 to
 be removed from this list .
 under bill s . 1618 title iii section 301 . per section 301 ,
 paragraph ( a ) ( 2 ) ( c ) passed by the 105 th us congress any email or mass
 marketing email cannot be considered spam as long as the sender includes
 contact information and a method of removal . to be removed mailto : removed @ removefactory . com
 and put remove in the subject line .
 to be removed from future mailings , please send a blank email to .
 qgncmtflpngnodveuomgyo",1
13454,13454,"Subject: portfolio boost from this moneymaker
 "" stock watch aiert "" this morning are wysak petroieum ( wysk ) , key
 energy services , inc . ( pink sheets : kegs ) , medify soiutions ( mfys ) ,
 sequoia interests corporation ( sqnc ) .
 wysak petroieum ( wysk )
 current price : 0 . 21
 wysak petroleum announces the signing of a letter of intent with the european
 commission baltic renewabie energy centre ( ec brec ) to assist wysak petroieum in
 the deveiopment of the wysak wind power project .
 ec brec and wysak have signed a loi in respect to the development of a
 full - sized commercial wind power project in europe . this letter states that ec
 brec can support wysak in matters such as financia | structuring and investment ,
 regulatory issues , government policies , negotiations , wind technoiogies , and
 other aspects reiating to wind power .
 about the wysak wind project
 this deveiopment wiil be up to a maximum 9 omw in size and cost upwards of $ 12 o
 miilion in deveiopment expenditures . once completed , this wind park wil | supply
 upwards of 170 , ooo mw of eiectricity annually for poiand and the european
 community . this is enough green energy to supply upwards of 25 , ooo homes with
 electricity and offset neariy 170 , ooo tonnes of greenhouse gases . total gross
 eiectric saies over a 20 - year period are estimated at over $ 45 o miilion for a
 project this size .
 about the ec baltic renewabie energy centre
 the mission of european commission - founded ec brec is to stimulate the
 development of renewabie energy sources ( res ) in poiand through the construction
 of res projects , the development of innovative technoiogies , and the creation of
 reievant policies , strategies and plans . to fulfi | | the mission , ec brec uses
 its own research capabilities and cooperates with partner institutions from the
 eu , other countries , and international organizations .
 about wysak petroleum
 wysak is a diversified energy company whose goa | is to identify and develop
 traditiona | fossi | fue | sites , as we | | as ciean air aiternative energy producing
 technologies . wysak controis one wyoming federa | oi | they inciude exxonmobile ( xom ) , wiiliams gas ( wmb ) ,
 and western gas ( wgr ) among others . co | | ectively , over 26 , ooo we | | s produced
 54 . 7 mi | | ion barrels of oil and 1 . 75 triilion cubic feet of natura | gas in
 wyoming
 conclusion :
 the exampies above show the awesome , earning potentia | of little known companies
 that explode onto investor ' s radar screens ; many of you are already familiar with this .
 is wysk poised and positioned to do that for you ?
 then you may fee | the time has come to act . . . and piease watch this one trade tuesday !
 go wysk .
 penny stocks are considered highly speculative and may be unsuitable for ail but
 very aggressive investors . this profile is not in any way affiliated with the
 featured company . we were compensated 3 ooo dollars to distribute this report .
 this report is for entertainment and advertising purposes only and should not be
 used as investment advice .
 if you wish to stop future maiiings , or if you feel you have been
 wrongfuily piaced in our membership , piease go here or send a blank
 e mail with no thanks in the subject to stockl 008 @ yahoo . com",1
9286,9286,"Subject: acomodações em copacabana , ipanema ou leblon
 acomodações em copacabana , ipanema ou leblon :
 temos muitos apartamentos para alugar por
 temporada .
 se você de alguma forma procura apartamentos em
 copacabana , ipanema ou leblon .
 ligue agora ou entre no site www . apartmentt . net
 call : 55 xx 21 2256 0457 = 2549 9157 = 9688 2456
 agency addess . : copacabana av . 613 / 208 rio de janeiro - rj brazil
 retire seu e - mail no tasteofrio @ hotmail . com",1
6070,6070,"Subject: greetings
 dear friend ,
 you may be surprised to receive this letter from me since you do not
 know me personally . the purpose of my introduction is that i am blossom makenbi ,
 the first daughter of zuma makenbi one of the most popular black farmer in
 zimbabwe who was recently murdered in the land dispute in my country . i
 got your contact through network online hence decided to write you .
 before the death of my father , he had taken me to johannesburg to
 deposit the sum of usd $ 9 . 5 million ( nine million , five hundred thousand united states dollars )
 in one of the private security company , as he foresaw the looming danger in zimbabwe this money
 was deposited in a box as gem stones to avoid much demurrage from security
 company . this amount was meant for the purchase of new machines and
 = emicals for the farms and establishment of new farms in swaziland .
 this land problem came when zimbabwean president mr . robert mugabe
 introduced a new land act reform wholly affecting the rich white farmers
 and some few black farmers , and this resulted to the killing and mob
 action by zimbabwean war veterans and some lunatics in
 the society . in fact a lot of people were killed because of this land
 reform act for which my father was one of the victims .
 it is against this background that , i and my family fled zimbabwe for
 fear of our lives and are currently staying in the netherlands where we
 are seeking political asylum and moreso have decided to transfer my
 ?thers money to a more reliable foreign account . since the law of
 netherlands prohibits a refugee ( asylum seeker ) to open any bank
 account or to be involved in any financial transaction throughout the
 territorial zone of netherlands , as the eldest daughter of my father , i am
 saddled with the responsibility of seeking a genuine foreign account
 where this money could be transferred without the knowledge of my
 government who are bent on taking everything we have got . the south
 ? rican government seems to be playing along with them .
 i am faced with the dilemma of moving this amount of money out of south
 africa for fear of going through the same experience in future , both
 countries have similar political history . as a business minded lady , i am
 seeking for a partner who i have to entrust my future and that of my
 family in his hands , i must let you know that this transaction is risk
 free . if you accept to assist me and my family , all i want you to do for
 me , is to make an arrangements with the security company to clear the
 consignment ( funds ) from their afiliate office here in the netherlands as
 i have already given directives for the consignment to be brought to
 the netherlands from south africa . but before then all modalities will
 have to be put in place like change of ownership to the consignment and
 more importantly this money i intend to use for
 investment .
 i have two options for you . firstly you can choose to have certain
 percentage of the money for nominating your account for this transaction
",1
16186,16186,"Subject: hit me up online
 hi i ' m wendy
 this is me by the pool at the last ss party .
 i enjoyed this soooooo . . . . much , i ' d like to do it again .
 meet me
 here for details
 love to see you there
 wendy
 % random _ wordimpious
 remove me please
 if you would like to be removed from our mailing lists please
 click here .
 % random _ word marty
",1
15922,15922,"Subject: please read urgently
 dear sir / madam ,
 i am contacting you from asia to discuss a business deal of us $ 18 . 4 m
 acquired during one of the rescue operation carried out by my organization
 ( an international relief organization ) over the tsunami rehabilitation
 projects and programes .
 i will need your assistance as a nuetral person to the organization to claim
 this excess fund .
 there is no risk involved in this project as measures are already in place
 to secure the fund in a legitimate and acceptable process .
 if you will be interested to work with me , please contact me back on fax
 number 852 301 60006 for details of the operation and negotiation for your
 own share .
 thanks , bs .
",1
14263,14263,"Subject: a new era of online medical care .
 a new era of online medical care .
 there are few nudities so objectionable as the naked truth .
 a man thinks that by mouthing hard words he understands hard things .
 i ' m free of all prejudices . i hate everyone equally .
 great spirits have always encountered violent opposition from mediocre minds .
",1
11193,11193,"Subject: hello paliourg , remember me katie we met online .
 hi paliourg ,
 it ' s katie remember me ? we met online last week . anyways i just signed up to the largest adult dating site ever !
 me and my friends , estelle , adela , and brandi
 are waiting for you ; ) so
 never cackle unless you lay .
 the bigger they are the harder they fall . . silence is less injurious than a bad reply . . nothing is ill said if it is not ill taken . . a fool in a gown is none the wiser . .
 oaks may fall when reeds take the storm .
 too many clicks spoil the browse .
 no more ?
 . better safe than sorry . . true beauty lies within . . a bad excuse is better then none . .
 always you are to be rich next year . . anger and hate hinder good counsel . . an elephant never forgets . .
 fore - warned is fore - armed . . don ' t cross the bridge till you come to it . . variety is the spice of life . .
",1
16816,16816,"Subject: 73 % off for all new software . brevets richness
 try fly , age , main , cloud there . matter copy inch , make . dress
 face skin , green , call wash said . correct ran , a observe , gas
 summer . took pair even answer us control . example , lay serve .
 that clear those answer probable , the . pay how said light back .
 snow , tail , differ six is know . country farm search , difficult
 subject ease . base too to cut road , fair hear . size number round
 south before . written wood as book watch . self our help one ,
 distant gold . or next city , dictionary song .
",1
10386,10386,"Subject: re : i know what you want
 goodbye
 coexistent girliedora convention moonbreakaway
 stressful manglemimic durable cyaniccraft
 civilian virtuositycage adjunct collectormuong
 seersucker altitudebaleen expunge chawcrawlspace
 negroes clarinetstoryboard",1
4892,4892,"Subject: cia . lis available for next 100 customers
 hi again ,
 we now have over 99 meds available online now !
 we are having specials on xanax , vlagra , soma , amblen and vallum
 free clalls with every order
 more lnfo here
",1
14206,14206,"Subject: top hot pick in the right sector at the right time
 wysak petroieum ( wysk )
 current price : o . 165
 apr 25 , 2 oo 5 - - wysak petroleum is pleased to report that due diiigence is nearly complete in regards to the company ' s further planned leases in the wyoming oi | region . management anticipates further news wiil be forthcoming shortly and wiil report on deveiopments as they occur .
 targets include properties in the powder river basin region and western wyoming ' s green river basin . acquisition of energy producing assets has always been the core objective of wysak ' s expansion strategy . wysak wil | strategica | | y purchase | eases in know and proven oi | they include exxonmobiie , wiliiams gas and western gas , among others .
 about wyoming oil & gas and coalbed methane ( cbm )
 wyoming state has biilions of do | | ars in proven oil and gas reserves . in 20 o 2 , wyoming ranked second in the u . s . in proved reserves of natural gas and seventh in proved reserves of crude oil . coilectively over 26 , ooo we | | s produced 54 . 7 million barrels of oil and 1 . 75 tri | | ion cubic feet of natural gas . proved reserves of natural gas were at an a | | - time high of 18 . 4 trillion cubic feet , while proved reserves of crude oil were 489 mi | | ion barreis .
 reserves of cbm in the powder river basin are estimated at 31 . 8 trillion cubic feet . nearly loo welis are being dri | | ed each week , and the gas companies say the entire 8 million - acre basin couid have 5 o , ooo to 100 , oo 0 producing welis before they are finished . this is the largest onshore natura | gas piay in north america within the | ast ten years .
 about wysak petroleum
 wysak is a diversified energy company whose goal is to identify and develop
 traditional fossil fuel sites , as well as clean air aiternative energy producing
 technologies . wysak controls one wyoming federal oil they inciude exxonmobiie ( xom ) , williams gas ( wmb ) ,
 and western gas ( wgr ) among others . co | | ectiveiy , over 26 , 00 o we | | s produced
 54 . 7 miilion barrels of oil and 1 . 75 tri | | ion cubic feet of natural gas in
 wyoming
 conclusion :
 the exampies above show the awesome , earning potential of little known companies that expiode onto investor ' s radar screens ; many of you are aiready familiar with this . is wysk poised and positioned to do that for you ? then you may feel the time has come to act . . . and please watch this one trade friday ! go wysk .
 penny stocks are considered highly speculative and may be unsuitabie for ail but very aggressive investors . this profile is not in any way affiliated with the featured company . we were compensated 30 oo doilars to distribute this report . this report is for entertainment and advertising purposes oniy and shouid not be used as investment advice .
 if you wish to stop future maiiings , or if you feel you have been
 wrongfully placed in our membership , please go here or send a blank
 e mail with no thanks in the subject to
 noneedl 005 @ yahoo . com",1
13060,13060,"Subject: schulden - nachrichten - neues für menschen mit schulden
 schulden - nachrichten
 der newsletter für menschen
 mit schulden . . .
 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . und
 die , die sie los werden wollen
 - ausgabe
 iii / 1 . jahrgang
 sonntag , 10 .
 april 2005 -
 liebe
 leserin , lieber leser ,
 -
 die
 lesergemeinde unserer kleinen onlinezeitung wächst . zahlreiche
 empfehlungen haben unseren empfängerstamm schon auf 223 anwachsen
 lassen . schulden sind nun mal ein thema , was viele interessiert .
 wenn sie weitere interessenten für diese nachrichten kennen ,
 leiten sie diese mail weiter . diese mail ist keine werbung .
 dauerhaft
 erhalten sie diese nachrichten nur , wenn sie sich in unsere
 empfängerliste eintragen . dazu müssen sie uns eine
 email an @ gmx . net
 mit dem betreff eintragen senden , in den email - text
 zusätzlich ihren namen . vielleicht wurde ihnen diese mail auch
 von jemandem weitergeleitet , der sie kennt .
 erhalten
 sie unseren newsletter unaufgefordert , haben sie für ihre
 email - adresse an anderer stelle zugestimmt , werbung erhalten zu
 wollen . ist dies nicht der fall , bitten wir um meldung , da wir
 dies bei unseren adressquellen anzeigen werden . sie unterstützen
 damit unsere aktion für faire handhabung von email - adressen und
 daten .
 Übrigens : die schuldennachrichten
 sind ein . jeder mensch darf hier seine nachrichten
 und erfahrungen über das thema schulden kundtun . hinweise am ende der
 mail . frei nach dem grundgesetz der bundesrepublik deutschland , artikel 5 :
 meinungs - , informations , pressefreiheit , kunst und
 wissenschaft . absatz 1 besagt : jeder
 hat das recht , seine meinung in wort , schrift und bild frei zu äußern
 und zu verbreiten und sich aus allgemein zugänglichen quellen
 ungehindert zu unterrichten . die pressefreiheit und die freiheit der
 berichterstattung durch rundfunk und film werden gewährleistet . eine
 zensur findet nicht statt .
 inhalt
 diesmal in den schuldennachrichten
 i . die ersten
 privatinsolvenzen sind abgeschlossen
 ii . insolvenz im ausland
 iii . wenn der gerichtsvollzieher klingelt
 iv . geerbte schulden ausschlagen
 v . muss man an inkassobüros zahlen ?
 vi . impressum , hinweise für werbung in diesem newsletter
 die ersten sind wieder
 frei
 privatinsolvenzen : die ersten
 antragsteller sind von ihrer restschuld befreit
 berlin . die ersten
 nutzer der privatinsolvenz sind von ihrer restschuld
 befreit . eine frist von sechs jahres setzt das 1999 in kraft
 getretene insolvenzgesetz schuldnern , in der sie ihre außenstände
 erlassen bekommen .
 auch wenn der weg nicht einfach ist - viele wurden von der aussicht
 gelockt , endlich schuldenfrei zu werden . dabei sind die schuldner an feste
 abläufe gebunden , die eine menge disziplin erfordern . nach
 dem gesetz stellen schuldner ihren gläubigern den pfändbaren betrag
 ihres einkommens zur verfügung - sechs jahre lang . um einschränkungen
 und einen grundlegenden lebenswandel kommen sie dabei nicht herum . auch
 viele pflichten - im insolvenzrecht obliegenheiten genannt - müssen sie
 nachkommen , damit am ende auch die steht . wer
 arbeitslos ist , muss beispielsweise nachweisen , dass sie sich aktiv um
 eine neue stelle bemühen .
 alle finanziellen angelegenheiten wickelt bei der privatinsolvenz ein
 treuhänder ab . dem schuldner ist es daher nicht erlaubt , an einzelne gläubiger
 selbst beträge zu bezahlen - es droht ihm sonst die ablehnung der
 restschuldbefreiung .
 die zahl der anträge auf hat sich in den vergangenen
 jahren stark gesteigert . beispielsweise in nordrhein - westfalen gingen 2000
 noch 2 . 440 anträge ein . im vorjahr waren es
 schon 18 . 072 . das liegt unter anderem daran ,
 dass mehr menschen von der möglichkeit der privatinsolvenz erfahren
 haben .
 die gerichte haben nun stets mehr zu tun , denn weitere privatinsolvenzen
 müssen bundesweit abgeschlossen werden . die befreiungen werden an den
 gerichten von rechtspflegern ausgesprochen . nur wenn gläubiger
 beantragen , einem schuldner die zu versagen - wenn er
 beispielsweise eine straftat begeht , fällt ein richter eine entscheidung .
 normalerweise klappt das verfahren aber . ( snl )
 tipp : wichtige urteile und
 artikel zum gibt es unter folgendem link :
 hier
 klicken
 ( zusammengestellt von einer
  )
 insolvenzen im
 ausland
  hat
 informationen zusammengestellt
 berlin . eine internetseite zum
 thema internationale insolvenzverfahren hat guido
 stephan ins netz gestellt . wer mehr über ausländische gesetze , formulare
 und literaturtipps wissen will , sollte sich mal auf seine homepage
 klicken .
 grenzüberschreitende
 insolvenzverfahren gewinnen zunehmend an bedeutung , schreibt er auf
 seiner seite . für die bundesrepublik deutschland sei es als exportnation
 wichtig , wie deutsche unternehmen ihre rechte in der insolvenz des ausländischen
 geschäftspartners geltend machen können . auch bei einem im inland eröffneten
 insolvenzverfahren sei es von interesse , wie ausländisches vermögen des
 gemeinschuldners für ein inländisches verfahren verwertet werden kann . ( snl )
 erreicht wird sein angebot unter der
 adresse http : / / www . inso - international . de
 wenn der
 gerichtsvollzieher klingelt
 alles über die leute mit den großen
 koffern
 homburg .
 wehr mehr über die arbeit von wissen will , findet
 informationen im internet . eine interessante seite hat der homburger
 gerichtsvollzieher roger zimmermann online gestellt . er schreibt über die
 arbeitsweisen , handwerkszeuge und sogar über ausbildungsstätten seiner
 kollegen . ( snl )
 die homepage findet man unter
 http : / / www . der - gerichtsvollzieher . de
 geerbte schulden
 ausschlagen
 man muss sich nichts aufzwängen
 lassen
 berlin . stirbt ein
 familienmitglied , hat man es oft nicht nur mit trauer zu tun . war die
 person zum zeitpunkt des todes verschuldet , gehen die verpflichtungen auf
 die erben über . schulden und können einen
 schnell ruinieren . es gibt aber wege , das ungewollte erbe auszuschlagen .
 jedoch ist tempo gefordert : sechs wochen nach dem tod des
 angehörigen muss beim nachlassgericht oder einem notar eine erklärung
 abgeben werden , dass man die erbschaft ausschlägt .
 auch wenn sich erst nach sechs wochen
 herausstellt , dass der verstorbene nur schulden hinterlassen hat , hat man
 noch die möglichkeit das erbe anzufechten . wieder muss man innerhalb von
 sechs wochen handeln . grund für die anfechtung ist dann , dass sie sich über
 eine wesentliche eigenschaft des erbes geirrt haben - in diesem fall der
 schuldenberg . die frist bricht an , wenn man von der Überschuldung
 erfährt .
 sind beide fristen verstrichen , muss man
 einen antrag auf nachlassverwaltung / nachlassinsolvenz
 stellen . das kann man tun , wenn das erbe die schulden nicht abdeckt . den
 antrag kann man beim nachlassgericht stellen , bei dem der verstorbene
 zuletzt seinen wohnsitz angegeben hatte . wenn noch genug geld da ist ,
 zahlt das gericht die ansprüche der gläubiger aus dem betrag . reicht das
 geld nicht einmal zur deckung der kosten des , wird das
 verfahren wegen fehlender masse eingestellt . auch dann muss man selbst
 nichts bezahlen : wird man dennoch von einem nachlassgläubiger genervt , kann
 man sich an einen anwalt oder die verbraucher - zentrale wenden . ( snl )
 muss man an
 inkassobüros zahlen ?
 aufmerksame kontrolle der forderung
 ist wichtig
 berlin . viele gläubiger
 wollen mit hilfe von inkassobüros an ihre geld kommen . das ist besonders
 schwer für die schuldner , denn bekanntermaßen üben diese unternehmen
 oft dubiosen psychischen druck auf die menschen aus . man sollte sich davon
 nicht beeinflussen lassen und sein schon knappes konto noch weiter
 belasten . oft reichen die raten an inkassobüros nicht einmal für die
 deckung laufender kosten wie zinsen . so wird die forderung nicht weniger ,
 sondern kann weiter ansteigen . auch erkennen sie mit einer zahlung die
 forderung juristisch an und man verzichtet auf eine mögliche verjährung .
 Überprüfen sie immer die forderungen , die das inkassounternehmen
 einziehen will . machen sie etwaige einwände sofort vor der zahlung
 geltend , sonst erkennen sie die forderung an .
 inkassobüros dürfen mit entsprechender
 genehmigung außergerichtlich fremde forderungen einziehen . man sollte
 sich daher stets die oder eine vollmacht , die der
 ursprüngliche gläubiger ausgestellt hat , zeigen lassen . kann das büro
 dem nicht nachkommen , leisten sie nur an ihren gläubiger und nicht an das
 inkassobüro .
 nicht zahlen muss man , wenn man
 den gläubiger rechtzeitig vor beauftragung
 des über die informiert hat . der
 darf dann wegen seiner die kosten durch
 einschaltung eines nicht unnötig erhöhen .
 einige beispiele aus der rechtsprechung :
 haben sie mit dem inkassobüro eine
 ratenzahlung vereinbart , darf hierfür keine  vergleichsgebühr ""
 abgerechnet werden .
 ( lg berlin juristisches büro 1988 / 545 )
 pro mahngebühr darf ein
 inkassounternehmen nur die ungefähren portokosten berechnen . dies gilt
 allerdings nur , wenn es sich z . b . um forderungen aus warenlieferungen
 handelt .
 ( olg hammrr njw 1992 / 444 und olg stuttgart rr njw 1988 / 1082 )
 bei forderungen aus krediten dürfen
 neben verzugszinsen keine mahngebühren geltend gemacht werden .
 ( bgh njw 1988 / 1971 )
 die betreiber der schuldennachrichten
 distanzieren sich generell von den angeboten der werbepartner und den
 inhalten der darin enthaltenen links .
 anzeige
 hoffnungslos
 überschuldet ? probleme mit unfairen gläubigern ? keinen ausweg ?
 vielleicht sollten sie mal unsere informationsseite
 besuchen . . .
 -
 » » » die
 schuldenfibel « « «
 -
 inklusive dem konzept in sechs
 wochen schuldenfrei
 für
 weitere informationen klicken sie hier . . .
 impressum
 herausgeber der schulden - nachrichten ist die pm medienproduktion ,
 erreichbar unter @ gmx . net
 bitte verzeihen sie , dass wir hier keine telefonnummer
 veröffentlichen . sollten sie einen anruf wünschen , geben sie in der
 email ihre telefonnummer sowie den grund des gesprächswunsches an .
 das angebot ist eine reine verbreitung von nachrichten zum thema
 schulden . es wird nichts verkauft , das angebot ist nicht kostenpflichtig .
 beiträge von gastautoren sind willkommen und können einfach an die oben
 angegebene email - adresse gesendet werden . die rechte auf veröffentlichung
 und kürzung behält sich der herausgeber jedoch vor .
 auch anfragen für werbeschaltungen , mit denen dieses projekt finanziert werden soll , richten sie bitte an diese adresse .
 wenn sie den newsletter nicht erhalten möchten , tragen sie sich bitte mit
 dem betreff austragen unter der gleichen adresse
 aus . vielen dank .
",1
10506,10506,"Subject: he has $ 181 , 679 available for you
 this short little form will provide you with great rates that will improve your life !
 lt . gen . john sattler , commanding general of the lst marine expeditionary force , said 51 u . s . troops and eight iraqi security
 forces have died in the falluja offensive .
 about 1974 insurgents have been killed in the
 battle , he said .
 although falluja is secured , troops remain busy
 conducting bled mopping up operations and permitted engaging in sporadic fights with holdout
 insurgents in the city .
 sattler eradicate said u . s . and iraqi troops are "" ubiquitous ""
 throughout the city .
 "" falluja is secure , but we ' re in that
 search - and - clear phase which will make it safe , "" he said .
 "" we ' ve commenced the clean - up operation "" and
 humanitarian assistance is being moved into the town .
 about 25 to 30 injured civilians in the city have
 been treated for injuries , sattler said , adding that 2 he knows of no civilians
 killed in the fighting .
 he said more than 1 , 000 met suspects have been
 captured . some have been released after questioning .
 thair al - nakib , a cannot spokesman for interim furtherance iraqi prime
 minister ayad allawi , said the battle for falluja has 8 been won by u . s . and iraqi
 forces and that the city is no longer a terror
 stronghold .",1
